budget,trusted_count,uncertain_count,rejected_count,trusted_fraction,uncertain_fraction,rejected_fraction
10,20887.591145833332,18393.497395833332,20956.644791666666,0.3467526082073695,0.30534843158939134,0.3478989602032392
20,19529.7015625,18933.151041666668,21774.880729166667,0.3242104322622808,0.314307162537103,0.36148240520061625
50,6945.768229166667,24314.98125,28976.983854166665,0.11530593607716537,0.40365033517197413,0.48104372875086043
100,6717.489583333333,24350.521875,29169.721875,0.11151630733117449,0.40424034118703006,0.4842433514817955
200,7210.308854166667,24059.877604166668,28967.546875,0.11969754595956465,0.3994153875450161,0.48088706649541924
500,4998.932738095238,25123.579166666666,30115.22142857143,0.08298673375428975,0.4170737804432659,0.4999394858024443
1000,4973.621428571429,25145.567261904762,30118.54464285714,0.08256654348279088,0.417438802399129,0.49999465411808003
