target,target_label_plain,n_mofs,mean_mmol_g,std_mmol_g,median_mmol_g,p95_mmol_g,p99_mmol_g,max_mmol_g
CO2_0p015bar_298K_mmolg,CO2 0.015 bar,279010,0.17038284242153168,0.2860308885574341,0.08904299885034561,0.5755964219570157,1.4302700603008045,6.919467926025391
CO2_0p150bar_298K_mmolg,CO2 0.150 bar,279010,1.008871078491211,1.0358957052230835,0.6025840044021606,3.26669065952301,4.665226607322686,13.921223640441895
CH4_5p8bar_298K_mmolg,CH4 5.8 bar,279010,4.1819071769714355,1.4379472732543945,4.044678688049316,6.666360521316528,7.630048031806935,11.301705360412598
CH4_65bar_298K_mmolg,CH4 65 bar,279010,15.593157768249512,6.771551609039307,15.173318862915039,27.47998533248901,32.75890132904052,63.14580154418945
