target,target_label_plain,mof_id,filename,consensus_score,y_true_median,y_pred_median,split_lower_median,split_upper_median,true_percentile,pred_percentile,n_models,n_seeds,n_splits,n_budgets,trusted_support,y_pred_max,split_lower_max,interval_width_median,target_lower_bound_percentile_median,target_pred_percentile_median,target_interval_width_percentile_small_median,n_support_rows,n_feature_sets,Density,Di,Df,Dif,consensus_pass,consensus_score_percentile_within_target
CH4_65bar_298K_mmolg,CH4 65 bar,DB0-m2_o28_unc,DB0-m2_o28_unc.cif,56.30820833333333,40.42601776123047,38.0741754758007,35.916022747659085,40.37149037870245,0.9989319379233719,0.9981183470126519,5,3,6,4,62,43.993187,42.101402,4.144726007588709,0.5347416666666667,0.5322,0.465875,62,2,0.118518,36.97026,35.46132,36.97026,True,0.9923830250272034
CH4_65bar_298K_mmolg,CH4 65 bar,DB7-ddmof_22708,DB7-ddmof_22708.cif,56.254225,40.40778350830078,38.39386754608154,36.08383831295676,40.6170618019104,0.9989211856205871,0.9982330382423569,5,5,5,5,60,43.82549,41.65085,4.086463534104251,0.5726666666666667,0.5924166666666666,0.4880583333333333,60,2,0.128629,29.23739,26.25176,29.23739,True,0.9920203119332608
CH4_65bar_298K_mmolg,CH4 65 bar,DB7-ddmof_18188,DB7-ddmof_18188.cif,56.03153333333333,42.3996696472168,38.42667183517275,36.047297,40.90734055376053,0.9993763664384789,0.9982509587469983,5,4,5,4,64,44.064373,41.89585,4.286619054794308,0.5638749999999999,0.5979666666666668,0.3246,64,2,0.123011,28.62863,24.524,28.54656,True,0.991657598839318
CH4_65bar_298K_mmolg,CH4 65 bar,DB7-ddmof_23002,DB7-ddmof_23002.cif,55.99281666666667,43.82819747924805,38.7347,36.58370842332326,40.855057,0.9995914124941758,0.9983943227841297,5,5,4,6,63,44.9879867477417,42.68879,4.12793604945783,0.6805166666666667,0.6612833333333333,0.4761166666666666,63,2,0.107238,31.11022,27.60437,29.81731,True,0.9912948857453754
CO2_0p015bar_298K_mmolg,CO2 0.015 bar,DB1-Uio66Zr-irmof20_A_No13,DB1-Uio66Zr-irmof20_A_No13.cif,43.71523333333333,1.503175973892212,2.229950321763754,1.885201433823608,2.457235219553113,0.9910254112755815,0.9965485108060643,4,4,5,5,29,4.318081659376621,4.071732716202736,0.4378541884720324,0.5897833333333333,0.6335333333333333,0.4799,29,2,1.2071,8.33703,1.87439,8.33703,True,1.0
CO2_0p015bar_298K_mmolg,CO2 0.015 bar,DB12-QADKAH_clean,DB12-QADKAH_clean.cif,42.952983333333336,2.5509541034698486,2.071023853132709,1.814385774254799,2.297054005052071,0.997648829791047,0.9957922655101967,5,4,5,4,13,2.763348745048046,2.5595517,0.4418296635150907,0.5227,0.5229666666666667,0.47545,13,2,1.52919,4.77033,3.53305,4.76882,True,0.9999146174863388
CO2_0p015bar_298K_mmolg,CO2 0.015 bar,DB12-UHISOU_clean,DB12-UHISOU_clean.cif,42.27284166666666,3.183881998062134,2.0203553,1.8003158520590627,2.2444137,0.9988495036020214,0.9955377943442887,5,4,4,5,18,4.682046,4.5151224,0.3660332720061849,0.5096166666666666,0.4811333333333333,0.7336416666666666,18,2,1.23297,4.50899,3.25805,4.50899,True,0.9998292349726776
CO2_0p015bar_298K_mmolg,CO2 0.015 bar,DB1-Zn2O8N2-irmof8_A-TePM_No124,DB1-Zn2O8N2-irmof8_A-TePM_No124.cif,41.8082,6.2064409255981445,2.1061654,1.8680752386696329,2.2844665,0.9999892476972152,0.9959786387584675,4,4,4,5,30,4.637994613364339,4.428519,0.3877838829587425,0.5700666666666667,0.5472833333333333,0.6531,30,2,0.931586,5.20393,3.75614,4.98393,True,0.9997438524590164
CO2_0p015bar_298K_mmolg,CO2 0.015 bar,DB1-Zn2O8-irmof20_A-mof505_No13,DB1-Zn2O8-irmof20_A-mof505_No13.cif,41.80018333333333,5.5015082359313965,2.172524093536884,1.986349515434784,2.358698571638984,0.9999139815777213,0.9963119601447977,4,5,5,4,14,4.434634,4.2677107,0.3389930241391656,0.6587833333333333,0.59375,0.8424166666666666,14,1,0.689319,9.56278,9.22951,9.56278,True,0.9996584699453552
CO2_0p015bar_298K_mmolg,CO2 0.015 bar,DB1-Zn2O8-AZO_A-DPAC_A_No751,DB1-Zn2O8-AZO_A-DPAC_A_No751.cif,41.67245833333333,1.1184149980545044,2.189111778839208,1.9761263775450468,2.357867689341671,0.9834235332066951,0.9963908103652199,4,5,5,4,14,4.7607846,4.556121,0.3655060704224347,0.6517999999999999,0.60765,0.7427583333333333,14,1,0.481306,15.27865,14.07542,15.13033,True,0.999573087431694
CO2_0p015bar_298K_mmolg,CO2 0.015 bar,DB1-Zn2O8-irmof20_A-nott112_No13,DB1-Zn2O8-irmof20_A-nott112_No13.cif,41.32305,5.6655378341674805,2.172524093536884,1.986349515434784,2.358698571638984,0.9999283179814343,0.9963119601447977,4,5,5,3,12,4.434634,4.2677107,0.3326907999999997,0.6587833333333333,0.59375,0.8652833333333334,12,1,0.689319,9.56278,9.22951,9.56278,True,0.9994877049180328
CO2_0p015bar_298K_mmolg,CO2 0.015 bar,DB15-sxc_N123_E180_opt,DB15-sxc_N123_E180_opt.cif,41.21476666666667,0.748652994632721,2.1299148,1.7887075683525009,2.389718180000782,0.966298698971363,0.9961220027955987,4,5,5,4,19,3.1577485,2.9240575,0.4732926543951032,0.4926666666666666,0.564,0.3954333333333333,19,2,1.26546,6.69517,3.24705,6.54642,True,0.9994023224043715
CO2_0p015bar_298K_mmolg,CO2 0.015 bar,DB15-rob_N123_E202_opt,DB15-rob_N123_E202_opt.cif,40.87681666666667,1.5672860145568848,2.170959196799719,1.80414424924059,2.422633318192096,0.9917135586538117,0.9963047919429411,4,4,5,5,21,3.816039,3.5373902,0.4954332323074339,0.5106333333333334,0.5920666666666666,0.3576166666666667,21,2,1.34647,7.04868,2.88087,6.52106,True,0.9993169398907104
CO2_0p015bar_298K_mmolg,CO2 0.015 bar,DB12-OCUSUB_clean,DB12-OCUSUB_clean.cif,40.87193333333333,2.80134391784668,1.8806312,1.6872184,2.074044,0.9982796315544246,0.9946238486075768,5,4,5,4,9,3.0125412355959416,2.632440167717636,0.3722164475321765,0.3978,0.3690666666666666,0.7014,9,2,1.50787,5.00781,3.40979,4.93101,True,0.9992315573770492
CO2_0p015bar_298K_mmolg,CO2 0.015 bar,DB12-GIDKOU_clean,DB12-GIDKOU_clean.cif,40.662616666666665,1.4129600524902344,1.8629718,1.6663200694070872,2.0864604,0.989760223647898,0.9944984050750869,5,3,4,4,21,3.9954214,3.7680502,0.3741977802210614,0.3761333333333333,0.3533666666666666,0.6968166666666666,21,2,1.74547,4.78674,3.41448,4.67256,True,0.999146174863388
